f,mag,re,im
3962,75.33161919,68.827619,30.620446
3963,27.43036317,17.723479,-20.93569
3964,24.71373984,-19.372727,-15.344914
3965,45.77033765,7.3564,-45.175294
3966,16.03537636,-14.810763,-6.146104
3967,26.57439186,-3.615369,-26.327313
3968,30.94333531,7.681059,-29.974845
3969,26.70096493,10.315985,24.627667
3970,11.06229715,7.844683,-7.799703
3971,30.487253,-30.342086,2.971601
3972,31.98038,24.609996,-20.42285
3973,23.28145199,-23.275526,0.525258
3974,23.92752295,13.016495,-20.077281
3975,55.58600801,-55.407021,4.457164
3976,20.48851365,-15.708351,13.153969
3977,31.74560871,-8.72919,-30.521876
3978,33.0318285,5.547422,32.562675
3979,29.66719035,-27.734262,-10.533418
3980,59.3051284,-13.631063,-57.717349
3981,15.00525901,14.83502,-2.253881
3982,41.63798457,34.701927,23.010824
3983,15.50077884,15.397443,-1.786867
3984,23.68493403,-5.587853,23.016342
3985,9.263184251,4.231071,8.240426
3986,23.43359365,2.27902,-23.322508
3987,15.1519282,-14.883408,2.839911
3988,16.4370332,-2.176118,16.292347
3989,9.129936923,5.240246,-7.476334
3990,18.78597289,17.113337,-7.748966
3991,31.89765519,-31.897413,0.124299
3992,14.65966004,-13.54286,-5.612181
3993,19.21386758,17.974898,6.787912
3994,23.56044303,8.032252,22.148982
3995,32.40935077,-18.725029,26.452586
3996,35.09438206,20.703872,28.336643
3997,25.31771539,24.897125,4.595637
3998,14.2996328,13.10898,5.71263
3999,23.20755029,3.949198,-22.869067
4000,36.92158429,-4.717894,-36.618914
4001,45.62252138,24.287242,38.620517
4002,4.592554646,-4.488069,-0.974061
4003,32.90984098,5.0613,32.518316
4004,27.19917159,-22.487099,-15.301154
4005,26.67944432,22.651329,-14.096455
4006,16.42822123,16.428177,0.038122
4007,62.42753626,16.872898,-60.104098
4008,30.38048312,-19.068877,-23.650617
4009,18.71917196,13.209232,-13.263619
4010,15.01567469,10.940396,-10.284854
4011,9.539042243,-4.129222,-8.599003
4012,19.75357183,-17.148314,9.805046
4013,43.62519677,42.837176,-8.254341
4014,44.16253985,-38.325004,21.943655
4015,39.74350158,38.925477,8.022042
4016,18.7628701,16.223975,-9.424857
4017,36.95630518,36.797297,3.424533
4018,9.619065239,-4.393976,8.556833
4019,10.13066459,3.824646,9.380962
4020,47.25980258,-17.2984,-43.980158
4021,26.91284531,26.859712,1.6903
4022,31.20412479,-30.775787,-5.152508
4023,20.70453985,20.703389,0.218299
4024,8.405795217,6.745912,5.014984
4025,31.60565107,-16.324687,-27.063292
4026,27.35655653,10.797249,-25.135644
4027,22.77265584,2.039856,22.681112
4028,21.66696955,-10.588576,18.903429
4029,28.14823637,-14.060587,-24.384895
4030,19.91904843,-19.912317,-0.517805
4031,18.51011818,-10.683229,-15.115988
4032,19.20366685,-15.445171,11.411727
4033,71.66363491,-71.661501,0.553031
4034,12.51933118,-11.814331,4.141888
4035,31.61606666,31.017124,6.124842
4036,18.70189555,17.697882,-6.045318
4037,34.94126177,25.171797,24.233704
4038,61.91388898,53.350966,31.416621
4039,27.63273226,-23.793159,14.051814
4040,40.68450676,36.745908,-17.463314
4041,24.88719339,0.612667,24.879651
4042,25.43339621,18.664541,17.276937
4043,34.99806233,33.734661,-9.318638
4044,58.71640355,51.544022,-28.121697
4045,20.38998063,-9.806928,17.876674
4046,4.684636572,-4.630788,-0.708253
4047,9.49079511,9.103745,2.682726
4048,25.55222708,-25.265518,-3.817055
4049,23.28428251,-5.22654,22.69011
4050,9.747403519,-6.762857,7.019661
4051,30.78326987,-19.455826,23.855409
4052,34.55542709,-33.719783,7.553395
4053,31.93591761,8.988496,-30.644898
4054,63.8155029,-57.231159,-28.231416
4055,14.03632371,-13.034713,-5.207172
4056,66.13231206,-64.398896,15.042104
4057,19.81562262,11.643376,16.034048
4058,42.10538036,12.530558,40.197614
4059,8.738965355,-8.691187,0.91257
4060,17.61893926,17.132096,4.113187
4061,36.74495204,4.794552,-36.430808
4062,35.60891427,32.495496,14.561508
4063,25.10843584,-24.899843,3.229763
4064,36.66589782,-24.843892,-26.966073
4065,23.89872696,23.888524,0.698263
4066,40.45464387,-40.390635,-2.274822
4067,20.74779299,-3.706614,20.414013
4068,48.99478134,-27.757632,-40.373289
4069,42.30674142,24.922869,-34.186415
4070,25.74731641,-16.16711,-20.038684
4071,24.74549752,-24.322272,4.557053
4072,11.80391427,-6.664728,9.742371
4073,29.77606598,27.962742,10.232261
4074,18.82264725,18.756385,1.577996
4075,20.08232879,-15.035729,13.312655
4076,6.480207669,-6.019044,2.400875
4077,55.56806825,42.078503,-36.293385
4078,41.8411902,35.955846,21.397718
4079,54.15404716,53.999864,-4.083566
4080,11.09653569,-4.021821,10.342053
4081,14.57166674,14.535665,-1.023677
4082,12.18419125,2.723359,-11.875935
4083,35.50976951,1.601059,-35.473657
4084,21.38631174,-21.09064,3.543901
4085,22.915436,-22.130654,5.945701
4086,14.36670406,-13.727874,-4.236468
4087,6.918096223,5.802111,3.7677
4088,56.99533851,56.916004,3.006177
4089,48.16872449,-9.387579,-47.245099
4090,30.4362066,30.359182,-2.163964
4091,22.45654273,13.239309,18.138826
4092,39.70231743,-33.673754,-21.032173
4093,54.22777662,53.438831,-9.216458
4094,33.6918733,18.076693,28.431945
4095,29.0887183,8.509272,27.816287
4096,38.06100394,-5.641234,37.640623
4097,15.20227394,14.989424,2.535015
4098,16.88739968,14.329778,8.93542
4099,43.1507623,-2.484754,-43.079163
4100,47.429414,9.06465,-46.555144
4101,14.31100155,2.1649,-14.146306
4102,32.182049,-1.097254,-32.163338
4103,44.36526313,-16.8499,-41.040924
4104,44.04923371,28.365589,-33.700569
4105,26.55123599,-6.760714,-25.676076
4106,9.459707451,3.718217,-8.698329
4107,24.55121464,-21.454317,11.936265
4108,5.800671451,3.152626,4.869162
4109,18.43381641,-17.981361,-4.059094
4110,27.14279651,26.584311,-5.477756
4111,19.65468147,-18.182391,7.463723
4112,12.78885572,-5.622594,-11.486569
4113,33.25616715,-22.302877,-24.668894
4114,40.76668301,-40.121587,7.223621
4115,40.44840074,18.289632,-36.077174
4116,23.11751903,-5.045687,22.560158
4117,25.60419109,22.774136,11.700997
4118,23.49005442,17.191616,16.007217
4119,32.78513412,30.21653,-12.721098
4120,32.90219744,17.723989,-27.720296
4121,34.47847863,9.75065,33.070989
4122,17.57102485,3.801466,17.154876
4123,33.92679019,-19.452194,-27.796389
4124,7.824906296,5.23239,5.818183
4125,21.69176675,-15.832425,-14.827915
4126,31.19577087,14.469399,-27.63716
4127,29.55682046,28.384398,-8.242062
4128,16.2727187,-13.370272,9.275624
4129,70.64585632,-43.116922,-55.962202
4130,31.08308888,29.979009,-8.210812
4131,13.69633262,-13.579708,-1.783552
4132,23.80138031,-8.721634,22.145853
4133,6.362368977,-5.407083,-3.353087
4134,7.051772116,-4.942305,5.030021
4135,24.67440164,11.928906,21.599243
4136,90.50845142,-13.365129,89.516217
4137,22.08568866,-10.536481,19.410312
4138,10.68586052,2.315931,10.431878
4139,13.02085751,-2.127203,-12.845923
4140,21.89567133,9.844595,-19.557719
4141,22.24814071,15.235876,-16.212583
4142,35.87011985,13.144769,33.374849
4143,34.85240996,33.19961,-10.605488
4144,33.45839224,0.474037,-33.455034
4145,23.4355036,21.907814,-8.322891
4146,23.42309668,16.72386,-16.399816
4147,16.46566084,-12.132938,-11.131478
4148,31.51477262,27.991783,-14.478984
4149,33.21424212,17.036945,-28.511899
4150,13.45768843,-12.349783,-5.347171
4151,30.14354781,20.718872,21.894333
4152,21.10761096,-19.398044,8.321486
4153,15.63813418,9.027254,12.769492
4154,28.45268817,26.190357,11.118483
4155,15.86266555,14.346154,6.768458
4156,53.34379295,34.615858,-40.586976
4157,33.32168027,5.624127,32.843623
4158,27.57998091,-26.640202,7.138276
4159,40.67433684,39.703551,8.833443
4160,16.80851775,-5.270031,15.960985
4161,31.28690762,31.267501,-1.101803
4162,37.77538785,-3.644567,37.599163
4163,26.89314423,-24.082035,-11.970664
4164,18.42321441,-16.796068,7.570134
4165,37.4390768,-37.427935,-0.91332
4166,11.27145446,2.976462,-10.871355
4167,6.261230578,5.094991,3.639241
4168,18.1299501,-16.090773,8.353569
4169,19.99936041,-0.836569,19.981856
4170,1.107572822,1.040342,-0.380008
4171,9.571486869,7.976374,5.290635
4172,40.00186918,-29.17487,27.367435
4173,28.34462468,13.524658,24.909865
4174,43.30815591,-24.432834,35.757978
4175,21.12632478,15.353341,14.511944
4176,36.08691615,9.608989,-34.784089
4177,4.805973877,-4.47121,-1.76229
4178,13.1249006,12.884007,2.503074
4179,23.69328572,16.176409,17.311718
4180,22.62526958,-8.639571,-20.910778
4181,14.90114658,5.52565,13.838763
4182,45.31123918,44.541761,-8.315042
4183,13.68189534,6.091072,-12.251249
4184,43.695525,20.800818,-38.426877
4185,30.76948362,9.541235,29.252794
4186,29.80539389,4.110177,-29.520636
4187,38.15629586,-27.091883,26.868807
4188,9.197275467,-2.564197,-8.832597
4189,41.77179523,-17.530258,-37.915339
4190,28.6417966,25.071694,-13.84784
4191,14.59587797,13.439569,-5.693649
4192,7.302103973,-0.565975,-7.280137
4193,48.19870184,41.684002,24.198323
4194,20.3657171,15.055607,13.714632
4195,37.85136106,-37.202163,-6.980301
4196,48.22168222,14.763564,-45.906076
4197,14.34355718,1.849511,-14.223816
4198,48.9565793,28.497689,-39.807391
4199,17.07846267,16.439623,4.627384
4200,16.1511823,12.705319,9.971738
4201,36.50338119,8.23558,-35.562228
4202,22.23225538,-11.643017,18.939729
4203,49.79329199,-17.142351,-46.749457
4204,3.318603856,-3.264001,0.599524
4205,18.87880446,-17.116134,7.965376
4206,27.040967,-24.569725,11.293472
4207,28.80066428,19.503563,21.191727
4208,2.972578781,-0.337186,2.953393
4209,25.58414685,-12.311666,22.427025
4210,27.2107934,18.683197,19.782958
4211,40.76921747,-40.255366,6.452488
4212,31.4629466,-13.208538,-28.556112
4213,19.0155306,-3.121191,18.757627
4214,24.19789774,19.456622,-14.386734
4215,58.70367539,51.931232,27.372772
4216,36.10484492,-27.102236,-23.854321
4217,41.98489593,39.48256,14.277918
4218,31.20994954,-12.166645,28.740802
4219,20.28220715,-3.171406,20.032726
4220,28.09889668,-21.91824,-17.582342
4221,26.77400127,26.56107,-3.369971
4222,18.16050497,5.986121,17.145562
4223,28.09087712,26.64008,8.910865
4224,3.947319542,-2.870206,2.709843
4225,17.20082024,7.103444,-15.665545
4226,30.54132733,24.75033,-17.893961
4227,26.57111282,8.008424,25.335532
4228,46.60195804,-15.611444,43.909285
4229,64.79520198,-50.744504,40.291606
4230,39.22493598,-28.857234,26.567944
4231,34.60624378,9.560138,33.259523
4232,20.90643461,4.395335,-20.439179
4233,39.00208033,-4.995657,38.680818
4234,33.409604,-18.469781,-27.840058
4235,36.58203372,-4.887917,36.254013
4236,13.44592807,5.394276,-12.316443
4237,36.00317136,-35.26541,7.251152
4238,33.81448615,-20.060077,27.22155
4239,15.75083997,15.386913,3.366284
4240,7.416429621,2.464981,-6.994805
4241,19.83660253,-13.197186,14.809628
4242,12.08850417,5.351679,-10.839348
4243,40.55786364,-6.092491,-40.097654
4244,17.12528248,-16.828057,3.176759
4245,32.56151753,32.461979,2.54408
4246,24.51053736,-2.24371,-24.407626
4247,39.03964268,8.814549,-38.031532
4248,5.522489839,-5.298984,-1.555205
4249,21.78276726,-4.570705,-21.297831
4250,30.35704836,17.157208,25.043574
4251,47.33717707,18.741248,-43.46923
4252,35.42435261,28.721813,20.735048
4253,15.86192657,14.906247,5.422593
4254,30.26051847,26.313524,-14.94314
4255,25.84055419,-23.900901,-9.822483
4256,38.94399857,34.498044,-18.069864
4257,41.02578078,40.242169,7.980133
4258,29.5092204,5.266413,-29.035478
4259,29.67391656,-10.795876,-27.640376
4260,24.34852525,21.162898,12.040865
4261,14.12149727,3.708725,13.625786
4262,39.54704239,-27.429719,-28.488227
4263,26.20004052,-10.376903,24.057473
4264,10.55599682,3.360548,10.006787
4265,25.81275442,16.195518,-20.099838
4266,44.39821825,43.883499,-6.740942
4267,36.23774017,29.530245,21.003296
4268,11.56496908,10.787131,4.16969
4269,26.73237474,21.109273,16.401782
4270,33.19441539,-27.94017,-17.922503
4271,19.37389599,-11.245885,-15.775865
4272,44.70374536,-44.337529,-5.710374
4273,34.28477863,-29.911664,16.75525
4274,10.79087334,-6.762564,8.408964
4275,7.60144046,2.650817,7.124259
4276,31.32158339,-15.715961,27.09336
4277,13.29883907,-8.562342,-10.175727
4278,25.89255846,5.243133,25.356146
4279,12.54107138,10.459943,-6.918675
4280,23.34203393,6.2877,22.479221
4281,73.90859689,-72.118125,-16.169624
4282,25.44719256,23.730534,-9.18811
4283,30.38204696,28.712167,-9.933793
4284,18.63128933,7.073014,-17.236514
4285,37.97794395,17.03267,-33.944254
4286,25.40415031,21.539264,-13.469631
4287,49.40871558,7.988724,-48.758604
4288,40.04250989,-20.407239,-34.4521
4289,14.40243456,-7.671845,12.189049
4290,32.38693284,-19.293455,26.012997
4291,11.99786442,-8.096829,-8.853819
4292,67.08634985,-50.256298,44.439654
4293,36.84803402,8.678484,35.811472
4294,24.5599721,22.238717,-10.422653
4295,32.21284025,9.524224,30.772654
4296,48.89313604,-32.764203,-36.291125
4297,15.39100644,6.495001,13.953424
4298,37.12510523,34.119103,-14.634215
4299,24.61322912,-23.266697,-8.029437
4300,21.799397,19.179066,10.362294
4301,9.273408236,-5.540692,7.436184
4302,14.75744196,11.755929,-8.920775
4303,12.52742027,6.583386,10.658109
4304,31.12318999,31.103916,-1.095155
4305,36.91945975,13.581645,-34.330532
4306,36.361967,-27.103011,-24.240863
4307,13.03749834,7.292811,10.807001
4308,40.35464602,-39.987962,-5.427739
4309,19.04003548,-14.934576,11.810224
4310,39.1764533,25.8146,-29.468643
4311,22.74504704,-10.419437,-20.218123
4312,85.44818867,18.10333,83.508457
4313,23.32338791,18.179357,-14.611345
4314,46.4486469,-21.306474,-41.273611
4315,27.97716791,-27.976292,0.221382
4316,17.93635415,17.325233,-4.642101
4317,39.12001158,33.426672,20.323211
4318,31.08362353,26.190647,16.74042
4319,35.47926979,34.748319,7.164699
4320,19.90258827,-2.538822,-19.739995
4321,45.21363277,-43.207424,13.318825
4322,40.7385317,-38.824815,-12.339437
4323,43.59404954,31.764497,-29.857292
4324,11.5430123,-11.518861,-0.746307
4325,30.22196472,29.810111,-4.972367
4326,1.499857747,1.258217,0.816372
4327,29.74784337,1.608312,29.704335
4328,31.19011145,-8.680923,29.957714
4329,23.37292421,0.937745,-23.354105
4330,44.47534195,-44.128562,-5.543109
4331,30.28862538,-25.338178,-16.594504
4332,47.05595265,-3.275854,-46.941788
4333,21.05926593,20.597239,4.387075
4334,25.25920548,8.817048,-23.670385
4335,26.09074394,4.842242,25.637465
4336,58.18559508,6.812326,-57.785428
4337,20.1283452,-20.046002,-1.818814
4338,30.58027779,-3.047914,30.428007
4339,27.16673493,-25.852485,-8.347485
4340,45.29082536,45.289953,0.281103
4341,13.96756749,-12.087834,-6.998372
4342,20.9287168,16.947136,-12.2803
4343,21.89724044,13.341985,17.363196
4344,53.42914004,45.044336,28.734662
4345,11.59419399,-5.231642,10.346751
4346,43.35937666,-33.438316,27.6028
4347,25.77451905,-17.657696,18.775825
4348,50.36163414,17.849461,47.092366
4349,18.85292948,-13.746546,-12.902148
4350,26.40490046,21.183785,15.762805
4351,36.23395991,27.630306,23.440692
4352,42.37279805,-37.998009,-18.751142
4353,10.21913367,-6.357727,8.000625
4354,19.9790207,-18.737803,-6.932244
4355,21.98206622,-17.585094,-13.189985
4356,31.18978249,-30.521,6.424258
4357,63.25821623,55.233252,-30.836501
4358,6.324420192,3.550274,-5.233913
4359,25.89274902,-8.281731,24.532578
4360,6.857822811,6.756654,1.17361
4361,11.65913682,-9.580899,6.643933
4362,20.93583633,19.148733,8.463762
4363,14.43405322,9.30514,11.034322
4364,23.29515577,12.469239,-19.67695
4365,27.19074474,-27.039152,-2.867204
4366,18.90164905,15.544273,-10.753972
4367,27.52569239,-26.875318,-5.948195
4368,4.703418256,0.931782,4.610198
4369,28.96601372,-5.83632,28.371946
4370,39.49548386,6.620669,-38.936615
4371,12.11536315,0.581833,-12.101384
4372,3.790613615,-3.524575,1.395035
4373,15.36721038,11.229944,-10.489972
4374,7.991594401,-3.571193,7.149277
4375,12.81719825,8.994779,9.130965
4376,12.18860036,-1.585203,-12.085078
4377,18.7532291,6.293513,-17.665653
4378,29.21326976,28.593095,5.987491
4379,16.65273521,0.557936,16.643386
4380,16.67550943,16.301989,-3.509668
4381,13.8696045,-12.772423,-5.406583
4382,9.811896248,7.300798,-6.555277
4383,40.07941492,-16.503138,-36.524046
4384,9.701489018,-4.086265,8.798939
4385,31.61672254,19.868611,24.593809
4386,25.78580775,17.460839,-18.974377
4387,7.335299585,-0.619287,-7.309111
4388,64.14021744,-52.589449,36.719441
4389,45.48063342,27.225318,-36.431718
4390,28.43818308,-8.935168,-26.998019
4391,15.79230062,-12.058775,-10.197191
4392,21.32328465,-19.216451,9.241779
4393,22.16832089,-17.969521,-12.98194
4394,12.18874037,11.405144,-4.299777
4395,19.17216862,17.748519,7.249974
4396,31.76705556,15.379121,-27.796195
4397,20.90521261,4.115486,20.496114
4398,11.73495201,8.553289,8.034323
4399,21.98687098,21.930109,-1.578865
4400,21.17351033,-7.033039,19.971327
4401,3.672027631,2.148022,-2.978219
4402,50.61532705,23.375966,-44.894048
4403,17.03743187,9.546437,-14.111684
4404,23.47497772,-2.461501,23.345569
4405,18.32834391,-12.076982,-13.786758
4406,18.21631683,-18.052148,2.440113
4407,11.85395879,-9.275127,-7.381623
4408,35.5025188,-0.230428,35.501771
4409,12.65328341,3.760093,-12.081692
4410,2,2,0
4411,12.65328341,3.760093,12.081692
4412,35.5025188,-0.230428,-35.501771
4413,11.85395879,-9.275127,7.381623
4414,18.21631683,-18.052148,-2.440113
4415,18.32834391,-12.076982,13.786758
4416,23.47497772,-2.461501,-23.345569
4417,17.03743187,9.546437,14.111684
4418,50.61532705,23.375966,44.894048
4419,3.672027631,2.148022,2.978219
4420,21.17351033,-7.033039,-19.971327
4421,21.98687212,21.93011,1.578867
4422,11.7349506,8.553288,-8.034322
4423,20.90521359,4.115486,-20.496115
4424,31.76705508,15.37912,27.796195
4425,19.17216862,17.748519,-7.249974
4426,12.18874002,11.405144,4.299776
4427,22.16832008,-17.96952,12.98194
4428,21.32328421,-19.216451,-9.241778
4429,15.79230126,-12.058775,10.197192
4430,28.43818308,-8.935168,26.998019
4431,45.48063342,27.225318,36.431718
4432,64.14021719,-52.589448,-36.719442
4433,7.335298588,-0.619287,7.30911
4434,25.78580775,17.460839,18.974377
4435,31.61672317,19.868612,-24.593809
4436,9.701488597,-4.086264,-8.798939
4437,40.07941492,-16.503138,36.524046
4438,9.811895504,7.300797,6.555277
4439,13.8696045,-12.772423,5.406583
4440,16.67550943,16.301989,3.509668
4441,16.65273521,0.557936,-16.643386
4442,29.21326956,28.593095,-5.98749
4443,18.7532291,6.293513,17.665653
4444,12.18859924,-1.585202,12.085077
4445,12.81719825,8.994779,-9.130965
4446,7.991594401,-3.571193,-7.149277
4447,15.36721038,11.229944,10.489972
4448,3.790613615,-3.524575,-1.395035
4449,12.11536315,0.581833,12.101384
4450,39.49548386,6.620669,38.936615
4451,28.96601372,-5.83632,-28.371946
4452,4.703419237,0.931782,-4.610199
4453,27.52569358,-26.875319,5.948196
4454,18.90164905,15.544273,10.753972
4455,27.19074474,-27.039152,2.867204
4456,23.29515577,12.469239,19.67695
4457,14.43405387,9.305141,-11.034322
4458,20.9358349,19.148731,-8.463763
4459,11.65913682,-9.580899,-6.643933
4460,6.857822811,6.756654,-1.17361
4461,25.89275028,-8.281732,-24.532579
4462,6.324420192,3.550274,5.233913
4463,63.25821623,55.233252,30.836501
4464,31.18978249,-30.521,-6.424258
4465,21.98206622,-17.585094,13.189985
4466,19.97901942,-18.737802,6.932243
4467,10.21913445,-6.357727,-8.000626
4468,42.37279894,-37.99801,18.751142
4469,36.23395991,27.630306,-23.440692
4470,26.40490067,21.183786,-15.762804
4471,18.85292948,-13.746546,12.902148
4472,50.36163414,17.849461,-47.092366
4473,25.77451974,-17.657697,-18.775825
4474,43.35937589,-33.438315,-27.6028
4475,11.59419355,-5.231643,-10.34675
4476,53.42914004,45.044336,-28.734662
4477,21.89724044,13.341985,-17.363196
4478,20.9287168,16.947136,12.2803
4479,13.96756749,-12.087834,6.998372
4480,45.29082535,45.289953,-0.281102
4481,27.16673493,-25.852485,8.347485
4482,30.58027779,-3.047914,-30.428007
4483,20.1283452,-20.046002,1.818814
4484,58.18559508,6.812326,57.785428
4485,26.09074394,4.842242,-25.637465
4486,25.25920395,8.817049,23.670383
4487,21.05926572,20.597239,-4.387074
4488,47.05595172,-3.275855,46.941787
4489,30.28862538,-25.338178,16.594504
4490,44.47534195,-44.128562,5.543109
4491,23.37292417,0.937744,23.354105
4492,31.19011145,-8.680923,-29.957714
4493,29.74784337,1.608312,-29.704335
4494,1.499856908,1.258216,-0.816372
4495,30.22196554,29.810112,4.972366
4496,11.54301223,-11.518861,0.746306
4497,43.59405095,31.764498,29.857293
4498,40.7385317,-38.824815,12.339437
4499,45.21363277,-43.207424,-13.318825
4500,19.90258926,-2.538822,19.739996
4501,35.47926979,34.748319,-7.164699
4502,31.08362353,26.190647,-16.74042
4503,39.12001158,33.426672,-20.323211
4504,17.93635415,17.325233,4.642101
4505,27.9771689,-27.976293,-0.221381
4506,46.4486469,-21.306474,41.273611
4507,23.32338776,18.179356,14.611346
4508,85.44818867,18.10333,-83.508457
4509,22.74504704,-10.419437,20.218123
4510,39.1764533,25.8146,29.468643
4511,19.04003548,-14.934576,-11.810224
4512,40.35464602,-39.987962,5.427739
4513,13.03749917,7.292811,-10.807002
4514,36.36196775,-27.103012,24.240863
4515,36.91945956,13.581647,34.330531
4516,31.12318999,31.103916,1.095155
4517,12.52742165,6.583387,-10.65811
4518,14.75744196,11.755929,8.920775
4519,9.273408236,-5.540692,-7.436184
4520,21.799397,19.179066,-10.362294
4521,24.61322912,-23.266697,8.029437
4522,37.12510431,34.119102,14.634215
4523,15.39100644,6.495001,-13.953424
4524,48.8931353,-32.764203,36.291124
4525,32.21284055,9.524225,-30.772654
4526,24.5599721,22.238717,10.422653
4527,36.84803402,8.678484,-35.811472
4528,67.08635051,-50.256298,-44.439655
4529,11.99786449,-8.096828,8.85382
4530,32.38693284,-19.293455,-26.012997
4531,14.40243456,-7.671845,-12.189049
4532,40.04250903,-20.407239,34.452099
4533,49.40871558,7.988724,48.758604
4534,25.40415031,21.539264,13.469631
4535,37.97794351,17.032669,33.944254
4536,18.6312884,7.073014,17.236513
4537,30.38204699,28.712166,9.933796
4538,25.4471922,23.730534,9.188109
4539,73.90859689,-72.118125,16.169624
4540,23.34203489,6.2877,-22.479222
4541,12.54107138,10.459943,6.918675
4542,25.89255569,5.243129,-25.356144
4543,13.29883842,-8.562341,10.175727
4544,31.32158339,-15.715961,-27.09336
4545,7.601440111,2.650816,-7.124259
4546,10.79087334,-6.762564,-8.408964
4547,34.28477863,-29.911664,-16.75525
4548,44.70374536,-44.337529,5.710374
4549,19.37389599,-11.245885,15.775865
4550,33.19441539,-27.94017,17.922503
4551,26.73237474,21.109273,-16.401782
4552,11.56496908,10.787131,-4.16969
4553,36.23774017,29.530245,-21.003296
4554,44.39821825,43.883499,6.740942
4555,25.8127538,16.195517,20.099838
4556,10.55599682,3.360548,-10.006787
4557,26.20004143,-10.376903,-24.057474
4558,39.54704239,-27.429719,28.488227
4559,14.12149754,3.708726,-13.625786
4560,24.34852475,21.162898,-12.040864
4561,29.67391656,-10.795876,27.640376
4562,29.5092204,5.266413,29.035478
4563,41.02578058,40.242169,-7.980132
4564,38.94399857,34.498044,18.069864
4565,25.84055419,-23.900901,9.822483
4566,30.26051934,26.313525,14.94314
4567,15.86192657,14.906247,-5.422593
4568,35.42435261,28.721813,-20.735048
4569,47.33717707,18.741248,43.46923
4570,30.35705001,17.157208,-25.043576
4571,21.78276726,-4.570705,21.297831
4572,5.522489558,-5.298984,1.555204
4573,39.03964268,8.814549,38.031532
4574,24.51053835,-2.24371,24.407627
4575,32.56151653,32.461978,-2.54408
4576,17.1252823,-16.828057,-3.176758
4577,40.55786463,-6.092491,40.097655
4578,12.08850373,5.351678,10.839348
4579,19.83660253,-13.197186,-14.809628
4580,7.416430896,2.464982,6.994806
4581,15.75083997,15.386913,-3.366284
4582,33.81448556,-20.060076,-27.22155
4583,36.00317156,-35.26541,-7.251153
4584,13.44592807,5.394276,12.316443
4585,36.58203372,-4.887917,-36.254013
4586,33.409604,-18.469781,27.840058
4587,39.00208033,-4.995657,-38.680818
4588,20.90643342,4.395334,20.439178
4589,34.60624378,9.560138,-33.259523
4590,39.22493671,-28.857235,-26.567944
4591,64.79520136,-50.744504,-40.291605
4592,46.6019571,-15.611444,-43.909284
4593,26.57111282,8.008424,-25.335532
4594,30.54132792,24.75033,17.893962
4595,17.20082024,7.103444,15.665545
4596,3.947319542,-2.870206,-2.709843
4597,28.09087712,26.64008,-8.910865
4598,18.16050559,5.98612,-17.145563
4599,26.77400127,26.56107,3.369971
4600,28.09889731,-21.91824,17.582343
4601,20.28220715,-3.171406,-20.032726
4602,31.20994954,-12.166645,-28.740802
4603,41.98489593,39.48256,-14.277918
4604,36.10484492,-27.102236,23.854321
4605,58.70367585,51.931232,-27.372773
4606,24.19789774,19.456622,14.386734
4607,19.0155306,-3.121191,-18.757627
4608,31.46294702,-13.208539,28.556112
4609,40.76921747,-40.255366,-6.452488
4610,27.21079413,18.683197,-19.782959
4611,25.58414685,-12.311666,-22.427025
4612,2.972578781,-0.337186,-2.953393
4613,28.80066502,19.503563,-21.191728
4614,27.04096568,-24.569724,-11.293471
4615,18.87880356,-17.116133,-7.965376
4616,3.318603856,-3.264001,-0.599524
4617,49.79329199,-17.142351,46.749457
4618,22.23225624,-11.643017,-18.93973
4619,36.50338119,8.23558,35.562228
4620,16.15118308,12.70532,-9.971738
4621,17.0784617,16.439622,-4.627384
4622,48.9565793,28.497689,39.807391
4623,14.3435583,1.849512,14.223817
4624,48.22168252,14.763565,45.906076
4625,37.85136106,-37.202163,6.980301
4626,20.3657171,15.055607,-13.714632
4627,48.19870357,41.684004,-24.198323
4628,7.302103973,-0.565975,7.280137
4629,14.59587797,13.439569,5.693649
4630,28.64179573,25.071693,13.84784
4631,41.77179523,-17.530258,37.915339
4632,9.197275467,-2.564197,8.832597
4633,38.15629586,-27.091883,-26.868807
4634,29.80539389,4.110177,29.520636
4635,30.76948362,9.541235,-29.252794
4636,43.69552541,20.800817,38.426878
4637,13.68189534,6.091072,12.251249
4638,45.31123918,44.541761,8.315042
4639,14.90114751,5.52565,-13.838764
4640,22.62527051,-8.639571,20.910779
4641,23.69328504,16.176408,-17.311718
4642,13.1249006,12.884007,-2.503074
4643,4.805973877,-4.47121,1.76229
4644,36.08691545,9.60899,34.784088
4645,21.12632478,15.353341,-14.511944
4646,43.30815564,-24.432835,-35.757977
4647,28.34462516,13.524659,-24.909865
4648,40.00186845,-29.174869,-27.367435
4649,9.57148715,7.976375,-5.290634
4650,1.107571883,1.040341,0.380008
4651,19.99936141,-0.836569,-19.981857
4652,18.12994922,-16.090772,-8.353569
4653,6.261230578,5.094991,-3.639241
4654,11.27145419,2.976461,10.871355
4655,37.4390768,-37.427935,0.91332
4656,18.42321441,-16.796068,-7.570134
4657,26.89314423,-24.082035,11.970664
4658,37.77538884,-3.644567,-37.599164
4659,31.28690759,31.267501,1.101802
4660,16.8085168,-5.270031,-15.960984
4661,40.67433684,39.703551,-8.833443
4662,27.57998091,-26.640202,-7.138276
4663,33.32168011,5.624126,-32.843623
